"time","wallTime","wc2.out","wc1.out"
0.699,1.71228,-1.08077,-0.377763
0.7,1.7123,-1.06326,-0.370174
0.701,1.71275,-1.04621,-0.362956
0.702,1.71277,-1.02917,-0.355738
0.703,1.71279,-1.01212,-0.34852
0.704,1.71282,-0.995079,-0.341302
0.705,1.71284,-0.978034,-0.334084
0.706,1.71323,-0.961541,-0.327258
0.707,1.71326,-0.945048,-0.320432
0.708,1.71327,-0.928556,-0.313606
0.709,1.71329,-0.912063,-0.30678
0.71,1.71332,-0.895571,-0.299955
0.711,1.71375,-0.879704,-0.293536
0.712,1.71378,-0.863837,-0.287117
0.713,1.7138,-0.84797,-0.280698
0.714,1.71382,-0.832103,-0.274279
0.715,1.71384,-0.816236,-0.267861
0.716,1.71426,-0.801058,-0.261859
0.717,1.71429,-0.785881,-0.255857
0.718,1.71431,-0.770703,-0.249855
0.719,1.71432,-0.755525,-0.243853
0.72,1.71435,-0.740348,-0.237851
0.721,1.71483,-0.725912,-0.232269
0.722,1.71485,-0.711476,-0.226688
0.723,1.71487,-0.69704,-0.221107
0.724,1.71489,-0.682605,-0.215526
0.725,1.71491,-0.668169,-0.209945
0.726,1.71542,-0.654517,-0.204782
0.727,1.71545,-0.640865,-0.19962
0.728,1.71547,-0.627213,-0.194458
0.729,1.71549,-0.613561,-0.189296
0.73,1.71552,-0.599909,-0.184134
0.731,1.71597,-0.587071,-0.179383
0.732,1.71599,-0.574234,-0.174633
0.733,1.71601,-0.561396,-0.169883
0.734,1.71603,-0.548559,-0.165132
0.735,1.71605,-0.535721,-0.160382
0.736,1.71647,-0.523717,-0.156031
0.737,1.71649,-0.511713,-0.15168
0.738,1.71651,-0.499709,-0.147328
0.739,1.71653,-0.487705,-0.142977
0.74,1.71655,-0.475701,-0.138626
0.741,1.71698,-0.464539,-0.134657
0.742,1.717,-0.453376,-0.130687
0.743,1.71703,-0.442214,-0.126717
0.744,1.71705,-0.431052,-0.122748
0.745,1.71706,-0.419889,-0.118778
0.746,1.71754,-0.409565,-0.115167
0.747,1.71756,-0.39924,-0.111556
0.748,1.71758,-0.388916,-0.107946
0.749,1.71761,-0.378592,-0.104335
0.75,1.71763,-0.368267,-0.100724
0.751,1.71809,-0.358767,-0.0974452
0.752,1.71811,-0.349266,-0.0941662
0.753,1.71813,-0.339765,-0.0908872
0.754,1.71815,-0.330264,-0.0876081
0.755,1.71817,-0.320764,-0.0843291
0.756,1.71863,-0.312061,-0.0813506
0.757,1.71865,-0.303359,-0.078372
0.758,1.71867,-0.294657,-0.0753935
0.759,1.71869,-0.285955,-0.0724149
0.76,1.71871,-0.277252,-0.0694364
0.761,1.71921,-0.269313,-0.0667232
0.762,1.71924,-0.261374,-0.06401
0.763,1.71926,-0.253434,-0.0612969
0.764,1.71929,-0.245495,-0.0585837
0.765,1.7193,-0.237556,-0.0558705
0.766,1.71979,-0.230334,-0.0533844
0.767,1.71981,-0.223113,-0.0508983
0.768,1.71984,-0.215891,-0.0484121
0.769,1.71986,-0.20867,-0.045926
0.77,1.71988,-0.201448,-0.0434398
0.771,1.72036,-0.19489,-0.0411396
0.772,1.72039,-0.188332,-0.0388393
0.773,1.72041,-0.181774,-0.036539
0.774,1.72042,-0.175216,-0.0342388
0.775,1.72044,-0.168658,-0.0319385
0.776,1.72092,-0.162701,-0.0297806
0.777,1.72095,-0.156744,-0.0276228
0.778,1.72098,-0.150787,-0.0254649
0.779,1.721,-0.14483,-0.023307
0.78,1.72102,-0.138873,-0.0211492
0.781,1.72144,-0.133446,-0.0190885
0.782,1.72147,-0.12802,-0.0170278
0.783,1.72149,-0.122594,-0.0149671
0.784,1.72151,-0.117167,-0.0129065
0.785,1.72152,-0.111741,-0.0108458
0.786,1.72192,-0.106769,-0.0088359
0.787,1.72194,-0.101797,-0.00682601
0.788,1.72197,-0.0968242,-0.00481612
0.789,1.72199,-0.091852,-0.00280624
0.79,1.722,-0.0868797,-0.000796347
0.791,1.72256,-0.0822791,0.00120979
0.792,1.72258,-0.0776786,0.00321592
0.793,1.7226,-0.0730781,0.00522205
0.794,1.72263,-0.0684775,0.00722819
0.795,1.72265,-0.063877,0.00923432
0.796,1.72312,-0.0595612,0.0112838
0.797,1.72316,-0.0552455,0.0133332
0.798,1.72318,-0.0509298,0.0153827
0.799,1.72324,-0.046614,0.0174321
0.8,1.72326,-0.0422983,0.0194816
0.801,1.72373,-0.038177,0.0216209
0.802,1.72376,-0.0340556,0.0237602
0.803,1.72378,-0.0299343,0.0258996
0.804,1.72379,-0.0258129,0.0280389
0.805,1.72382,-0.0216916,0.0301782
0.806,1.72435,-0.0176718,0.0324528
0.807,1.7244,-0.013652,0.0347275
0.808,1.72443,-0.00963225,0.0370021
0.809,1.72445,-0.00561247,0.0392767
0.81,1.72447,-0.00159269,0.0415514
0.811,1.72504,0.00241957,0.0440051
0.812,1.72506,0.00643184,0.0464588
0.813,1.72509,0.0104441,0.0489125
0.814,1.72511,0.0144564,0.0513662
0.815,1.72514,0.0184686,0.0538199
0.816,1.72566,0.0225676,0.0564943
0.817,1.72568,0.0266665,0.0591686
0.818,1.7257,0.0307654,0.061843
0.819,1.72575,0.0348643,0.0645174
0.82,1.72577,0.0389632,0.0671917
0.821,1.72641,0.0432418,0.0701256
0.822,1.72643,0.0475205,0.0730594
0.823,1.72647,0.0517991,0.0759933
0.824,1.7265,0.0560778,0.0789271
0.825,1.72653,0.0603564,0.081861
0.826,1.7271,0.0649057,0.0850899
0.827,1.72712,0.0694549,0.0883189
0.828,1.72714,0.0740042,0.0915479
0.829,1.72716,0.0785535,0.0947768
0.83,1.72718,0.0831027,0.0980058
0.831,1.7277,0.0880101,0.101562
0.832,1.72772,0.0929176,0.105118
0.833,1.72774,0.097825,0.108674
0.834,1.72776,0.102732,0.11223
0.835,1.72778,0.10764,0.115786
0.836,1.72839,0.112989,0.119697
0.837,1.72844,0.118337,0.123607
0.838,1.72846,0.123686,0.127518
0.839,1.72848,0.129035,0.131429
0.84,1.7285,0.134383,0.13534
0.841,1.72901,0.140251,0.139629
0.842,1.72903,0.146119,0.143918
0.843,1.72905,0.151987,0.148207
0.844,1.72907,0.157854,0.152496
0.845,1.72909,0.163722,0.156785
0.846,1.72964,0.17018,0.161471
0.847,1.72968,0.176638,0.166157
0.848,1.7297,0.183096,0.170843
0.849,1.72972,0.189554,0.175528
0.85,1.72974,0.196012,0.180214
0.851,1.73028,0.203124,0.18531
0.852,1.73032,0.210235,0.190406
0.853,1.73034,0.217347,0.195502
0.854,1.73036,0.224459,0.200598
0.855,1.73038,0.231571,0.205694
0.856,1.7309,0.239393,0.211208
0.857,1.73092,0.247215,0.216723
0.858,1.73094,0.255037,0.222237
0.859,1.73097,0.262858,0.227751
0.86,1.73099,0.27068,0.233265
0.861,1.73154,0.279258,0.2392
0.862,1.73157,0.287836,0.245135
0.863,1.73159,0.296414,0.25107
0.864,1.73161,0.304992,0.257006
0.865,1.73164,0.313571,0.262941
0.866,1.73214,0.322942,0.269294
0.867,1.73216,0.332314,0.275646
0.868,1.73218,0.341685,0.281999
0.869,1.7322,0.351057,0.288352
0.87,1.73222,0.360429,0.294705
0.871,1.7328,0.37062,0.301467
0.872,1.73286,0.380812,0.308229
0.873,1.73287,0.391004,0.314991
0.874,1.73291,0.401196,0.321753
0.875,1.73293,0.411388,0.328515
0.876,1.7335,0.422417,0.335672
0.877,1.73352,0.433445,0.342829
0.878,1.73354,0.444474,0.349985
0.879,1.7336,0.455502,0.357142
0.88,1.73363,0.46653,0.364299
0.881,1.73416,0.478401,0.37183
0.882,1.73418,0.490271,0.379362
0.883,1.73421,0.502141,0.386893
0.884,1.73423,0.514011,0.394424
0.885,1.73425,0.525881,0.401956
0.886,1.7348,0.538587,0.409836
0.887,1.73482,0.551293,0.417717
0.888,1.73484,0.563999,0.425597
0.889,1.73486,0.576705,0.433478
0.89,1.73488,0.58941,0.441358
0.891,1.73543,0.602934,0.449557
0.892,1.73547,0.616458,0.457756
0.893,1.73549,0.629982,0.465955
0.894,1.73551,0.643506,0.474154
0.895,1.73553,0.65703,0.482353
0.896,1.73618,0.671344,0.490834
0.897,1.7362,0.685657,0.499315
0.898,1.73623,0.699971,0.507796
0.899,1.73624,0.714284,0.516277
0.9,1.73626,0.728598,0.524758
0.901,1.73681,0.74366,0.533481
0.902,1.73683,0.758723,0.542204
0.903,1.73685,0.773786,0.550926
0.904,1.73687,0.788849,0.559649
0.905,1.7369,0.803912,0.568372
0.906,1.73749,0.819673,0.577291
0.907,1.73751,0.835434,0.58621
0.908,1.73753,0.851195,0.595129
0.909,1.73755,0.866956,0.604047
0.91,1.73756,0.882717,0.612966
0.911,1.73813,0.899115,0.622032
0.912,1.73815,0.915512,0.631098
0.913,1.73817,0.93191,0.640164
0.914,1.7382,0.948308,0.64923
0.915,1.73821,0.964705,0.658296
0.916,1.73883,0.981668,0.667456
0.917,1.73887,0.99863,0.676615
0.918,1.73889,1.01559,0.685775
0.919,1.73893,1.03255,0.694935
0.92,1.73895,1.04952,0.704095
0.921,1.73953,1.06696,0.713292
0.922,1.73955,1.08441,0.72249
0.923,1.73958,1.10185,0.731687
0.924,1.7396,1.1193,0.740885
0.925,1.73962,1.13674,0.750082
0.926,1.7401,1.15458,0.759259
0.927,1.74012,1.17242,0.768435
0.928,1.74014,1.19026,0.777611
0.929,1.74016,1.20809,0.786788
0.93,1.74018,1.22593,0.795964
0.931,1.74076,1.24406,0.805058
0.932,1.74078,1.2622,0.814152
0.933,1.7408,1.28033,0.823246
0.934,1.74084,1.29846,0.83234
0.935,1.74085,1.31659,0.841434
0.936,1.7414,1.33491,0.850384
0.937,1.74143,1.35323,0.859333
0.938,1.74145,1.37155,0.868282
0.939,1.7415,1.38987,0.877231
0.94,1.74152,1.40819,0.88618
0.941,1.74206,1.42658,0.894921
0.942,1.74208,1.44498,0.903662
0.943,1.74211,1.46337,0.912403
0.944,1.74213,1.48177,0.921143
0.945,1.74215,1.50016,0.929884
0.946,1.7427,1.51852,0.938352
0.947,1.74273,1.53687,0.94682
0.948,1.74274,1.55522,0.955288
0.949,1.74276,1.57358,0.963756
0.95,1.74278,1.59193,0.972225
0.951,1.74337,1.61012,0.980356
0.952,1.74339,1.6283,0.988488
0.953,1.74342,1.64649,0.99662
0.954,1.74343,1.66468,1.00475
0.955,1.74346,1.68287,1.01288
0.956,1.74407,1.70077,1.02061
0.957,1.7441,1.71867,1.02835
0.958,1.74412,1.73656,1.03608
0.959,1.74416,1.75446,1.04381
0.96,1.74419,1.77236,1.05154
0.961,1.74467,1.78984,1.05881
0.962,1.7447,1.80732,1.06609
0.963,1.74473,1.82481,1.07336
0.964,1.74477,1.84229,1.08063
0.965,1.7448,1.85977,1.0879
0.966,1.74529,1.8767,1.09465
0.967,1.74532,1.89364,1.1014
0.968,1.74535,1.91058,1.10815
0.969,1.74538,1.92751,1.1149
0.97,1.74541,1.94445,1.12165
0.971,1.74603,1.96071,1.12782
0.972,1.74608,1.97698,1.13399
0.973,1.74611,1.99324,1.14016
0.974,1.74614,2.0095,1.14633
0.975,1.74618,2.02577,1.15251
0.976,1.74665,2.04123,1.15805
0.977,1.74669,2.05669,1.16359
0.978,1.74672,2.07216,1.16913
0.979,1.74675,2.08762,1.17467
0.98,1.74678,2.10309,1.18021
0.981,1.74733,2.11763,1.18506
0.982,1.74736,2.13217,1.18992
0.983,1.74739,2.14671,1.19478
0.984,1.74741,2.16125,1.19963
0.985,1.74745,2.1758,1.20449
0.986,1.748,2.1893,1.20862
0.987,1.74803,2.2028,1.21275
0.988,1.74805,2.2163,1.21688
0.989,1.74807,2.2298,1.22101
