"time","fmi1.out","fmi2.out"
0.01,0,0
0.01,0,0
0.01,0,0
0.01,0,0
0.01,0,0
0.01,0,0
0.01,0,0
0.01,0,0
0.01,0,0
0.01,0,0
0.01,0,0
0.01,0,0
0.01,0,0
0.01,0,0
0.01,0,0
0.01,0,0
0.01,0,0
0.01,0,0
0.01,0,0
0.01,0,0
0.01,0,0
0.01,0,0
0.01,0,0
0.01,0,0
0.01,0,0
0.01,0,0
0.01,0,0
0.01,0,0
0.01,0,0
0.01,0,0
0.01,0,0
0.01,0,0
0.01,0,0
0.01,0,0
0.01,0,0
0.01,0,0
0.01,0,0
0.01,0,0
0.01,0,0
0.0101,0.00139515,0
0.0102,0.00279031,0
0.0103,0.00418546,0
0.0104,0.00558062,0
0.0105,0.00697577,0
0.0106,0.00837093,0
0.0107,0.00976608,0
0.0108,0.0111612,0
0.0109,0.0125564,0
0.011,0.0139515,0
0.0111,0.0153467,0
0.0112,0.0167419,0
0.0113,0.018137,0
0.0114,0.0195322,0
0.0115,0.0209273,0
0.0116,0.0223225,0
0.0117,0.0237176,0
0.0118,0.0251128,0
0.0119,0.0265079,0
0.012,0.0279031,0
0.0121,0.0292983,0
0.0122,0.0306934,0
0.0123,0.0320886,0
0.0124,0.0334837,0
0.0125,0.0348789,0
0.0126,0.036274,0
0.0127,0.0376692,0
0.0128,0.0390643,0
0.0129,0.0404595,0
0.013,0.0418546,0
0.0131,0.0432498,0
0.0132,0.044645,0
0.0133,0.0460401,0
0.0134,0.0474353,0
0.0135,0.0488304,0
0.0136,0.0502256,0
0.0137,0.0516207,0
0.0138,0.0530159,0
0.0139,0.054411,0
0.014,0.0558062,0
0.0141,0.0572014,0
0.0142,0.0585965,0
0.0143,0.0599917,0
0.0144,0.0613868,0
0.0145,0.062782,0
0.0146,0.0641771,0
0.0147,0.0655723,0
0.0148,0.0669674,0
0.0149,0.0683626,0
0.015,0.0697577,0
0.0151,0.0711529,0
0.0152,0.0725481,0
0.0153,0.0739432,0
0.0154,0.0753384,0
0.0155,0.0767335,0
0.0156,0.0781287,0
0.0157,0.0795238,0
0.0158,0.080919,0
0.0159,0.0823141,0
0.016,0.0837093,0
0.0161,0.0851045,0
0.0162,0.0864996,0
0.0163,0.0878948,0
0.0164,0.0892899,0
0.0165,0.0906851,0
0.0166,0.0920802,0
0.0167,0.0934754,0
0.0168,0.0948705,0
0.0169,0.0962657,0
0.017,0.0976608,0
0.0171,0.099056,0
0.0172,0.100451,0
0.0173,0.101846,0
0.0174,0.103241,0
0.0175,0.104637,0
0.0176,0.106032,0
0.0177,0.107427,0
0.0178,0.108822,0
0.0179,0.110217,0
0.018,0.111612,0
0.0181,0.113008,0
0.0182,0.114403,0
0.0183,0.115798,0
0.0184,0.117193,0
0.0185,0.118588,0
0.0186,0.119983,0
0.0187,0.121378,0
0.0188,0.122774,0
0.0189,0.124169,0
0.019,0.125564,0
0.0191,0.126959,0
0.0192,0.128354,0
0.0193,0.129749,0
0.0194,0.131145,0
0.0195,0.13254,0
0.0196,0.133935,0
0.0197,0.13533,0
0.0198,0.136725,0
0.0199,0.13812,0
0.02,0.139515,0
0.0201,0.140882,0
0.0202,0.142248,0
0.0203,0.143614,0
0.0204,0.144981,0
0.0205,0.146347,0
0.0206,0.147713,0
0.0207,0.149079,0
0.0208,0.150446,0
0.0209,0.151812,0
0.021,0.153178,0
0.0211,0.154545,0
0.0212,0.155911,0
0.0213,0.157277,0
0.0214,0.158643,0
0.0215,0.16001,0
0.0216,0.161376,0
0.0217,0.162742,0
0.0218,0.164109,0
0.0219,0.165475,0
0.022,0.166841,0
0.0221,0.168207,0
0.0222,0.169574,0
0.0223,0.17094,0
0.0224,0.172306,0
0.0225,0.173673,0
0.0226,0.175039,0
0.0227,0.176405,0
0.0228,0.177771,0
0.0229,0.179138,0
0.023,0.180504,0
0.0231,0.18187,0
0.0232,0.183237,0
0.0233,0.184603,0
0.0234,0.185969,0
0.0235,0.187335,0
0.0236,0.188702,0
0.0237,0.190068,0
0.0238,0.191434,0
0.0239,0.1928,0
0.024,0.194167,0
0.0241,0.195533,0
0.0242,0.196899,0
0.0243,0.198266,0
0.0244,0.199632,0
0.0245,0.200998,0
0.0246,0.202364,0
0.0247,0.203731,0
0.0248,0.205097,0
0.0249,0.206463,0
0.025,0.20783,0
0.0251,0.209196,0
0.0252,0.210562,0
0.0253,0.211928,0
0.0254,0.213295,0
0.0255,0.214661,0
0.0256,0.216027,0
0.0257,0.217394,0
0.0258,0.21876,0
0.0259,0.220126,0
0.026,0.221492,0
0.0261,0.222859,0
0.0262,0.224225,0
0.0263,0.225591,0
0.0264,0.226958,0
0.0265,0.228324,0
0.0266,0.22969,0
0.0267,0.231056,0
0.0268,0.232423,0
0.0269,0.233789,0
0.027,0.235155,0
0.0271,0.236522,0
0.0272,0.237888,0
0.0273,0.239254,0
0.0274,0.24062,0
0.0275,0.241987,0
0.0276,0.243353,0
0.0277,0.244719,0
0.0278,0.246086,0
0.0279,0.247452,0
0.028,0.248818,0
0.0281,0.250184,0
0.0282,0.251551,0
0.0283,0.252917,0
0.0284,0.254283,0
0.0285,0.255649,0
0.0286,0.257016,0
0.0287,0.258382,0
0.0288,0.259748,0
0.0289,0.261115,0
0.029,0.262481,0
0.0291,0.263847,0
0.0292,0.265213,0
0.0293,0.26658,0
0.0294,0.267946,0
0.0295,0.269312,0
0.0296,0.270679,0
0.0297,0.272045,0
0.0298,0.273411,0
0.0299,0.274777,0
0.03,0.276144,3.29148e-15
0.0301,0.277453,0.00279031
0.0302,0.278763,0.00558062
0.0303,0.280072,0.00837093
0.0304,0.281382,0.0111612
0.0305,0.282691,0.0139515
0.0306,0.284001,0.0167419
0.0307,0.28531,0.0195322
0.0308,0.28662,0.0223225
0.0309,0.287929,0.0251128
0.031,0.289239,0.0279031
0.0311,0.290548,0.0306934
0.0312,0.291858,0.0334837
0.0313,0.293167,0.036274
0.0314,0.294477,0.0390643
0.0315,0.295786,0.0418546
0.0316,0.297096,0.044645
0.0317,0.298405,0.0474353
0.0318,0.299715,0.0502256
0.0319,0.301025,0.0530159
0.032,0.302334,0.0558062
0.0321,0.303644,0.0585965
0.0322,0.304953,0.0613868
0.0323,0.306263,0.0641771
0.0324,0.307572,0.0669674
0.0325,0.308882,0.0697577
0.0326,0.310191,0.0725481
0.0327,0.311501,0.0753384
0.0328,0.31281,0.0781287
0.0329,0.31412,0.080919
0.033,0.315429,0.0837093
0.0331,0.316739,0.0864996
0.0332,0.318048,0.0892899
0.0333,0.319358,0.0920802
0.0334,0.320667,0.0948705
0.0335,0.321977,0.0976608
0.0336,0.323286,0.100451
0.0337,0.324596,0.103241
0.0338,0.325905,0.106032
0.0339,0.327215,0.108822
0.034,0.328524,0.111612
0.0341,0.329834,0.114403
0.0342,0.331143,0.117193
0.0343,0.332453,0.119983
0.0344,0.333762,0.122774
0.0345,0.335072,0.125564
0.0346,0.336381,0.128354
0.0347,0.337691,0.131145
0.0348,0.339001,0.133935
0.0349,0.34031,0.136725
0.035,0.34162,0.139515
0.0351,0.342929,0.142306
0.0352,0.344239,0.145096
0.0353,0.345548,0.147886
0.0354,0.346858,0.150677
0.0355,0.348167,0.153467
0.0356,0.349477,0.156257
0.0357,0.350786,0.159048
0.0358,0.352096,0.161838
0.0359,0.353405,0.164628
0.036,0.354715,0.167419
0.0361,0.356024,0.170209
0.0362,0.357334,0.172999
0.0363,0.358643,0.17579
0.0364,0.359953,0.17858
0.0365,0.361262,0.18137
0.0366,0.362572,0.18416
0.0367,0.363881,0.186951
0.0368,0.365191,0.189741
0.0369,0.3665,0.192531
0.037,0.36781,0.195322
0.0371,0.369119,0.198112
0.0372,0.370429,0.200902
0.0373,0.371738,0.203693
0.0374,0.373048,0.206483
0.0375,0.374357,0.209273
0.0376,0.375667,0.212064
0.0377,0.376976,0.214854
0.0378,0.378286,0.217644
0.0379,0.379596,0.220434
0.038,0.380905,0.223225
0.0381,0.382215,0.226015
0.0382,0.383524,0.228805
0.0383,0.384834,0.231596
0.0384,0.386143,0.234386
0.0385,0.387453,0.237176
0.0386,0.388762,0.239967
0.0387,0.390072,0.242757
0.0388,0.391381,0.245547
0.0389,0.392691,0.248338
0.039,0.394,0.251128
0.0391,0.39531,0.253918
0.0392,0.396619,0.256709
0.0393,0.397929,0.259499
0.0394,0.399238,0.262289
0.0395,0.400548,0.265079
0.0396,0.401857,0.26787
0.0397,0.403167,0.27066
0.0398,0.404476,0.27345
0.0399,0.405786,0.276241
0.04,0.407095,0.279031
0.0401,0.408322,0.281764
0.0402,0.409549,0.284496
0.0403,0.410776,0.287229
0.0404,0.412002,0.289961
0.0405,0.413229,0.292694
0.0406,0.414456,0.295426
0.0407,0.415683,0.298159
0.0408,0.41691,0.300892
0.0409,0.418136,0.303624
0.041,0.419363,0.306357
0.0411,0.42059,0.309089
0.0412,0.421817,0.311822
0.0413,0.423044,0.314554
0.0414,0.42427,0.317287
0.0415,0.425497,0.320019
0.0416,0.426724,0.322752
0.0417,0.427951,0.325485
0.0418,0.429177,0.328217
0.0419,0.430404,0.33095
0.042,0.431631,0.333682
0.0421,0.432858,0.336415
0.0422,0.434085,0.339147
0.0423,0.435311,0.34188
0.0424,0.436538,0.344613
0.0425,0.437765,0.347345
0.0426,0.438992,0.350078
0.0427,0.440218,0.35281
0.0428,0.441445,0.355543
0.0429,0.442672,0.358275
0.043,0.443899,0.361008
0.0431,0.445126,0.36374
0.0432,0.446352,0.366473
0.0433,0.447579,0.369206
0.0434,0.448806,0.371938
0.0435,0.450033,0.374671
0.0436,0.451259,0.377403
0.0437,0.452486,0.380136
0.0438,0.453713,0.382868
0.0439,0.45494,0.385601
0.044,0.456167,0.388334
0.0441,0.457393,0.391066
0.0442,0.45862,0.393799
0.0443,0.459847,0.396531
0.0444,0.461074,0.399264
0.0445,0.4623,0.401996
0.0446,0.463527,0.404729
0.0447,0.464754,0.407462
0.0448,0.465981,0.410194
0.0449,0.467208,0.412927
0.045,0.468434,0.415659
0.0451,0.469661,0.418392
0.0452,0.470888,0.421124
0.0453,0.472115,0.423857
0.0454,0.473341,0.426589
0.0455,0.474568,0.429322
0.0456,0.475795,0.432055
0.0457,0.477022,0.434787
0.0458,0.478249,0.43752
0.0459,0.479475,0.440252
0.046,0.480702,0.442985
0.0461,0.481929,0.445717
0.0462,0.483156,0.44845
0.0463,0.484383,0.451183
0.0464,0.485609,0.453915
0.0465,0.486836,0.456648
0.0466,0.488063,0.45938
0.0467,0.48929,0.462113
0.0468,0.490516,0.464845
0.0469,0.491743,0.467578
0.047,0.49297,0.47031
0.0471,0.494197,0.473043
0.0472,0.495424,0.475776
0.0473,0.49665,0.478508
0.0474,0.497877,0.481241
0.0475,0.499104,0.483973
0.0476,0.500331,0.486706
0.0477,0.501557,0.489438
0.0478,0.502784,0.492171
0.0479,0.504011,0.494904
0.048,0.505238,0.497636
0.0481,0.506465,0.500369
0.0482,0.507691,0.503101
0.0483,0.508918,0.505834
0.0484,0.510145,0.508566
0.0485,0.511372,0.511299
0.0486,0.512598,0.514032
0.0487,0.513825,0.516764
0.0488,0.515052,0.519497
0.0489,0.516279,0.522229
0.049,0.517506,0.524962
0.0491,0.518732,0.527694
0.0492,0.519959,0.530427
0.0493,0.521186,0.533159
0.0494,0.522413,0.535892
0.0495,0.523639,0.538625
0.0496,0.524866,0.541357
0.0497,0.526093,0.54409
0.0498,0.52732,0.546822
0.0499,0.528547,0.549555
0.05,0.529773,0.552287
0.0501,0.530894,0.554906
0.0502,0.532015,0.557525
0.0503,0.533136,0.560145
0.0504,0.534257,0.562764
0.0505,0.535378,0.565383
0.0506,0.536499,0.568002
0.0507,0.537619,0.570621
0.0508,0.53874,0.57324
0.0509,0.539861,0.575859
0.051,0.540982,0.578478
0.0511,0.542103,0.581097
0.0512,0.543224,0.583716
0.0513,0.544345,0.586335
0.0514,0.545465,0.588954
0.0515,0.546586,0.591573
0.0516,0.547707,0.594192
0.0517,0.548828,0.596811
0.0518,0.549949,0.59943
0.0519,0.55107,0.602049
0.052,0.552191,0.604668
0.0521,0.553312,0.607287
0.0522,0.554432,0.609906
0.0523,0.555553,0.612525
0.0524,0.556674,0.615144
0.0525,0.557795,0.617763
0.0526,0.558916,0.620382
0.0527,0.560037,0.623001
0.0528,0.561158,0.62562
0.0529,0.562278,0.628239
0.053,0.563399,0.630858
0.0531,0.56452,0.633477
0.0532,0.565641,0.636096
0.0533,0.566762,0.638716
0.0534,0.567883,0.641335
0.0535,0.569004,0.643954
0.0536,0.570124,0.646573
0.0537,0.571245,0.649192
0.0538,0.572366,0.651811
0.0539,0.573487,0.65443
0.054,0.574608,0.657049
0.0541,0.575729,0.659668
0.0542,0.57685,0.662287
0.0543,0.57797,0.664906
0.0544,0.579091,0.667525
0.0545,0.580212,0.670144
0.0546,0.581333,0.672763
0.0547,0.582454,0.675382
0.0548,0.583575,0.678001
0.0549,0.584696,0.68062
0.055,0.585817,0.683239
0.0551,0.586937,0.685858
0.0552,0.588058,0.688477
0.0553,0.589179,0.691096
0.0554,0.5903,0.693715
0.0555,0.591421,0.696334
0.0556,0.592542,0.698953
0.0557,0.593663,0.701572
0.0558,0.594783,0.704191
0.0559,0.595904,0.70681
0.056,0.597025,0.709429
0.0561,0.598146,0.712048
0.0562,0.599267,0.714667
0.0563,0.600388,0.717287
0.0564,0.601509,0.719906
0.0565,0.602629,0.722525
0.0566,0.60375,0.725144
0.0567,0.604871,0.727763
0.0568,0.605992,0.730382
0.0569,0.607113,0.733001
0.057,0.608234,0.73562
0.0571,0.609355,0.738239
0.0572,0.610475,0.740858
0.0573,0.611596,0.743477
0.0574,0.612717,0.746096
0.0575,0.613838,0.748715
0.0576,0.614959,0.751334
0.0577,0.61608,0.753953
0.0578,0.617201,0.756572
0.0579,0.618322,0.759191
0.058,0.619442,0.76181
0.0581,0.620563,0.764429
0.0582,0.621684,0.767048
0.0583,0.622805,0.769667
0.0584,0.623926,0.772286
0.0585,0.625047,0.774905
0.0586,0.626168,0.777524
0.0587,0.627288,0.780143
0.0588,0.628409,0.782762
0.0589,0.62953,0.785381
0.059,0.630651,0.788
0.0591,0.631772,0.790619
0.0592,0.632893,0.793238
0.0593,0.634014,0.795858
0.0594,0.635134,0.798477
0.0595,0.636255,0.801096
0.0596,0.637376,0.803715
0.0597,0.638497,0.806334
0.0598,0.639618,0.808953
0.0599,0.640739,0.811572
0.06,0.64186,0.814191
0.0601,0.642855,0.816644
0.0602,0.64385,0.819098
0.0603,0.644846,0.821551
0.0604,0.645841,0.824005
0.0605,0.646836,0.826459
0.0606,0.647832,0.828912
0.0607,0.648827,0.831366
0.0608,0.649822,0.833819
0.0609,0.650817,0.836273
0.061,0.651813,0.838726
0.0611,0.652808,0.84118
0.0612,0.653803,0.843633
0.0613,0.654799,0.846087
0.0614,0.655794,0.848541
0.0615,0.656789,0.850994
0.0616,0.657785,0.853448
0.0617,0.65878,0.855901
0.0618,0.659775,0.858355
0.0619,0.660771,0.860808
0.062,0.661766,0.863262
0.0621,0.662761,0.865716
0.0622,0.663757,0.868169
0.0623,0.664752,0.870623
0.0624,0.665747,0.873076
0.0625,0.666742,0.87553
0.0626,0.667738,0.877983
0.0627,0.668733,0.880437
0.0628,0.669728,0.88289
0.0629,0.670724,0.885344
0.063,0.671719,0.887798
0.0631,0.672714,0.890251
0.0632,0.67371,0.892705
0.0633,0.674705,0.895158
0.0634,0.6757,0.897612
0.0635,0.676696,0.900065
0.0636,0.677691,0.902519
0.0637,0.678686,0.904972
0.0638,0.679682,0.907426
0.0639,0.680677,0.90988
0.064,0.681672,0.912333
0.0641,0.682667,0.914787
0.0642,0.683663,0.91724
0.0643,0.684658,0.919694
0.0644,0.685653,0.922147
0.0645,0.686649,0.924601
0.0646,0.687644,0.927055
0.0647,0.688639,0.929508
0.0648,0.689635,0.931962
0.0649,0.69063,0.934415
0.065,0.691625,0.936869
0.0651,0.692621,0.939322
0.0652,0.693616,0.941776
0.0653,0.694611,0.944229
0.0654,0.695607,0.946683
0.0655,0.696602,0.949137
0.0656,0.697597,0.95159
0.0657,0.698592,0.954044
0.0658,0.699588,0.956497
0.0659,0.700583,0.958951
0.066,0.701578,0.961404
0.0661,0.702574,0.963858
0.0662,0.703569,0.966311
0.0663,0.704564,0.968765
0.0664,0.70556,0.971219
0.0665,0.706555,0.973672
0.0666,0.70755,0.976126
0.0667,0.708546,0.978579
0.0668,0.709541,0.981033
0.0669,0.710536,0.983486
0.067,0.711532,0.98594
0.0671,0.712527,0.988394
0.0672,0.713522,0.990847
0.0673,0.714517,0.993301
0.0674,0.715513,0.995754
0.0675,0.716508,0.998208
0.0676,0.717503,1.00066
0.0677,0.718499,1.00311
0.0678,0.719494,1.00557
0.0679,0.720489,1.00802
0.068,0.721485,1.01048
0.0681,0.72248,1.01293
0.0682,0.723475,1.01538
0.0683,0.724471,1.01784
0.0684,0.725466,1.02029
0.0685,0.726461,1.02274
0.0686,0.727457,1.0252
0.0687,0.728452,1.02765
0.0688,0.729447,1.0301
0.0689,0.730442,1.03256
0.069,0.731438,1.03501
0.0691,0.732433,1.03746
0.0692,0.733428,1.03992
0.0693,0.734424,1.04237
0.0694,0.735419,1.04483
0.0695,0.736414,1.04728
0.0696,0.73741,1.04973
0.0697,0.738405,1.05219
0.0698,0.7394,1.05464
0.0699,0.740396,1.05709
0.07,0.741391,1.05955
0.0701,0.742245,1.06179
0.0702,0.7431,1.06403
0.0703,0.743954,1.06627
0.0704,0.744808,1.06851
0.0705,0.745662,1.07076
0.0706,0.746517,1.073
0.0707,0.747371,1.07524
0.0708,0.748225,1.07748
0.0709,0.74908,1.07972
0.071,0.749934,1.08196
0.0711,0.750788,1.08421
0.0712,0.751643,1.08645
0.0713,0.752497,1.08869
0.0714,0.753351,1.09093
0.0715,0.754205,1.09317
0.0716,0.75506,1.09541
0.0717,0.755914,1.09766
0.0718,0.756768,1.0999
0.0719,0.757623,1.10214
0.072,0.758477,1.10438
0.0721,0.759331,1.10662
0.0722,0.760186,1.10886
0.0723,0.76104,1.11111
0.0724,0.761894,1.11335
0.0725,0.762748,1.11559
0.0726,0.763603,1.11783
0.0727,0.764457,1.12007
0.0728,0.765311,1.12232
0.0729,0.766166,1.12456
0.073,0.76702,1.1268
0.0731,0.767874,1.12904
0.0732,0.768729,1.13128
0.0733,0.769583,1.13352
0.0734,0.770437,1.13577
0.0735,0.771291,1.13801
0.0736,0.772146,1.14025
0.0737,0.773,1.14249
0.0738,0.773854,1.14473
0.0739,0.774709,1.14697
0.074,0.775563,1.14922
0.0741,0.776417,1.15146
0.0742,0.777272,1.1537
0.0743,0.778126,1.15594
0.0744,0.77898,1.15818
0.0745,0.779834,1.16042
0.0746,0.780689,1.16267
0.0747,0.781543,1.16491
0.0748,0.782397,1.16715
0.0749,0.783252,1.16939
0.075,0.784106,1.17163
0.0751,0.78496,1.17387
0.0752,0.785815,1.17612
0.0753,0.786669,1.17836
0.0754,0.787523,1.1806
0.0755,0.788378,1.18284
0.0756,0.789232,1.18508
0.0757,0.790086,1.18733
0.0758,0.79094,1.18957
0.0759,0.791795,1.19181
0.076,0.792649,1.19405
0.0761,0.793503,1.19629
0.0762,0.794358,1.19853
0.0763,0.795212,1.20078
0.0764,0.796066,1.20302
0.0765,0.796921,1.20526
0.0766,0.797775,1.2075
0.0767,0.798629,1.20974
0.0768,0.799483,1.21198
0.0769,0.800338,1.21423
0.077,0.801192,1.21647
0.0771,0.802046,1.21871
0.0772,0.802901,1.22095
0.0773,0.803755,1.22319
0.0774,0.804609,1.22543
0.0775,0.805464,1.22768
0.0776,0.806318,1.22992
0.0777,0.807172,1.23216
0.0778,0.808026,1.2344
0.0779,0.808881,1.23664
0.078,0.809735,1.23888
0.0781,0.810589,1.24113
0.0782,0.811444,1.24337
0.0783,0.812298,1.24561
0.0784,0.813152,1.24785
0.0785,0.814007,1.25009
0.0786,0.814861,1.25234
0.0787,0.815715,1.25458
0.0788,0.816569,1.25682
0.0789,0.817424,1.25906
0.079,0.818278,1.2613
0.0791,0.819132,1.26354
0.0792,0.819987,1.26579
0.0793,0.820841,1.26803
0.0794,0.821695,1.27027
0.0795,0.82255,1.27251
0.0796,0.823404,1.27475
0.0797,0.824258,1.27699
0.0798,0.825113,1.27924
0.0799,0.825967,1.28148
0.08,0.826821,1.28372
0.0801,0.827524,1.28571
0.0802,0.828226,1.2877
0.0803,0.828929,1.28969
0.0804,0.829631,1.29168
0.0805,0.830333,1.29367
0.0806,0.831036,1.29566
0.0807,0.831738,1.29765
0.0808,0.832441,1.29964
0.0809,0.833143,1.30163
0.081,0.833846,1.30363
0.0811,0.834548,1.30562
0.0812,0.835251,1.30761
0.0813,0.835953,1.3096
0.0814,0.836656,1.31159
0.0815,0.837358,1.31358
0.0816,0.838061,1.31557
0.0817,0.838763,1.31756
0.0818,0.839465,1.31955
0.0819,0.840168,1.32154
0.082,0.84087,1.32353
0.0821,0.841573,1.32552
0.0822,0.842275,1.32751
0.0823,0.842978,1.3295
0.0824,0.84368,1.33149
0.0825,0.844383,1.33348
0.0826,0.845085,1.33548
0.0827,0.845788,1.33747
0.0828,0.84649,1.33946
0.0829,0.847193,1.34145
0.083,0.847895,1.34344
0.0831,0.848598,1.34543
0.0832,0.8493,1.34742
0.0833,0.850002,1.34941
0.0834,0.850705,1.3514
0.0835,0.851407,1.35339
0.0836,0.85211,1.35538
0.0837,0.852812,1.35737
0.0838,0.853515,1.35936
0.0839,0.854217,1.36135
0.084,0.85492,1.36334
0.0841,0.855622,1.36533
0.0842,0.856325,1.36733
0.0843,0.857027,1.36932
0.0844,0.85773,1.37131
0.0845,0.858432,1.3733
0.0846,0.859134,1.37529
0.0847,0.859837,1.37728
0.0848,0.860539,1.37927
0.0849,0.861242,1.38126
0.085,0.861944,1.38325
0.0851,0.862647,1.38524
0.0852,0.863349,1.38723
0.0853,0.864052,1.38922
0.0854,0.864754,1.39121
0.0855,0.865457,1.3932
0.0856,0.866159,1.39519
0.0857,0.866862,1.39718
0.0858,0.867564,1.39918
0.0859,0.868266,1.40117
0.086,0.868969,1.40316
0.0861,0.869671,1.40515
0.0862,0.870374,1.40714
0.0863,0.871076,1.40913
0.0864,0.871779,1.41112
0.0865,0.872481,1.41311
0.0866,0.873184,1.4151
0.0867,0.873886,1.41709
0.0868,0.874589,1.41908
0.0869,0.875291,1.42107
0.087,0.875994,1.42306
0.0871,0.876696,1.42505
0.0872,0.877399,1.42704
0.0873,0.878101,1.42903
0.0874,0.878803,1.43103
0.0875,0.879506,1.43302
0.0876,0.880208,1.43501
0.0877,0.880911,1.437
0.0878,0.881613,1.43899
0.0879,0.882316,1.44098
0.088,0.883018,1.44297
0.0881,0.883721,1.44496
0.0882,0.884423,1.44695
0.0883,0.885126,1.44894
0.0884,0.885828,1.45093
0.0885,0.886531,1.45292
0.0886,0.887233,1.45491
0.0887,0.887935,1.4569
0.0888,0.888638,1.45889
0.0889,0.88934,1.46088
0.089,0.890043,1.46288
0.0891,0.890745,1.46487
0.0892,0.891448,1.46686
0.0893,0.89215,1.46885
0.0894,0.892853,1.47084
0.0895,0.893555,1.47283
0.0896,0.894258,1.47482
0.0897,0.89496,1.47681
0.0898,0.895663,1.4788
0.0899,0.896365,1.48079
0.09,0.897068,1.48278
0.0901,0.897612,1.48449
0.0902,0.898157,1.4862
0.0903,0.898702,1.48791
0.0904,0.899246,1.48962
0.0905,0.899791,1.49132
0.0906,0.900336,1.49303
0.0907,0.900881,1.49474
0.0908,0.901425,1.49645
0.0909,0.90197,1.49816
0.091,0.902515,1.49987
0.0911,0.903059,1.50158
0.0912,0.903604,1.50329
0.0913,0.904149,1.50499
0.0914,0.904694,1.5067
0.0915,0.905238,1.50841
0.0916,0.905783,1.51012
0.0917,0.906328,1.51183
0.0918,0.906872,1.51354
0.0919,0.907417,1.51525
0.092,0.907962,1.51695
0.0921,0.908507,1.51866
0.0922,0.909051,1.52037
0.0923,0.909596,1.52208
0.0924,0.910141,1.52379
0.0925,0.910685,1.5255
0.0926,0.91123,1.52721
0.0927,0.911775,1.52891
0.0928,0.91232,1.53062
0.0929,0.912864,1.53233
0.093,0.913409,1.53404
0.0931,0.913954,1.53575
0.0932,0.914498,1.53746
0.0933,0.915043,1.53917
0.0934,0.915588,1.54087
0.0935,0.916133,1.54258
0.0936,0.916677,1.54429
0.0937,0.917222,1.546
0.0938,0.917767,1.54771
0.0939,0.918311,1.54942
0.094,0.918856,1.55113
0.0941,0.919401,1.55283
0.0942,0.919946,1.55454
0.0943,0.92049,1.55625
0.0944,0.921035,1.55796
0.0945,0.92158,1.55967
0.0946,0.922124,1.56138
0.0947,0.922669,1.56309
0.0948,0.923214,1.56479
0.0949,0.923759,1.5665
0.095,0.924303,1.56821
0.0951,0.924848,1.56992
0.0952,0.925393,1.57163
0.0953,0.925937,1.57334
0.0954,0.926482,1.57505
0.0955,0.927027,1.57676
0.0956,0.927572,1.57846
0.0957,0.928116,1.58017
0.0958,0.928661,1.58188
0.0959,0.929206,1.58359
0.096,0.92975,1.5853
0.0961,0.930295,1.58701
0.0962,0.93084,1.58872
0.0963,0.931385,1.59042
0.0964,0.931929,1.59213
0.0965,0.932474,1.59384
0.0966,0.933019,1.59555
0.0967,0.933563,1.59726
0.0968,0.934108,1.59897
0.0969,0.934653,1.60068
0.097,0.935198,1.60238
0.0971,0.935742,1.60409
0.0972,0.936287,1.6058
0.0973,0.936832,1.60751
0.0974,0.937376,1.60922
0.0975,0.937921,1.61093
0.0976,0.938466,1.61264
